"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","MoSold","YrSold","SaleCondition","SalePrice"
"679",679,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",80,11844,"Slightly irregular","Inside lot","Stone Brook","Single-family Detached","One story",8,5,2008,2008,"Hip","Vinyl Siding","Vinyl Siding","Stone",464,"Good","Poured Contrete","Excellent (100+ inches)","Mimimum Exposure",0,"Unfinished",0,2046,2046,"Excellent",2046,0,0,2046,0,0,2,1,3,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",2008,"Finished",3,834,322,82,0,0,0,0,"No Fence",0,7,2009,"Home was not completed when last assessed (associated with New Homes)",372500
"680",680,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,9945,"Slightly irregular","Inside lot","Sawyer","Single-family Detached","One story",5,5,1961,1961,"Hip","Wood Siding","Wood Siding","Brick Face",57,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",827,"Unfinished",0,161,988,"Average/Typical",988,0,0,988,1,0,1,0,3,1,5,0,"No Fireplace","Detached from home",1963,"Unfinished",2,572,0,0,0,0,0,0,"No Fence",0,10,2007,"Normal Sale",128500
"681",681,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",50,8012,"Regular","Inside lot","Sawyer West","Townhouse End Unit","One story",6,5,1980,1980,"Gable","Plywood","Plywood","None",0,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",543,"Below Average Living Quarters",119,261,923,"Average/Typical",923,0,0,923,0,0,2,0,2,1,5,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1980,"Rough Finished",1,264,80,0,0,0,0,0,"No Fence",0,5,2010,"Normal Sale",143000
"682",682,"1-1/2 STORY FINISHED ALL AGES","Residential High Density",55,4500,"Moderately Irregular","Inside lot","South and West of Iowa State University","Single-family Detached","One and one-half story: 2nd level finished",5,5,1932,2000,"Gable","Vinyl Siding","Stucco","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",182,"Unfinished",0,611,793,"Excellent",848,672,0,1520,0,0,1,0,3,1,6,0,"No Fireplace","Detached from home",1968,"Unfinished",1,281,0,0,56,0,0,0,"No Fence",0,7,2009,"Abnormal Sale -  trade, foreclosure, short sale",159434
"683",683,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",69,2887,"Regular","Inside lot","Clear Creek","Single-family Detached","One story",6,5,1996,1997,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",1003,"Unfinished",0,288,1291,"Excellent",1291,0,0,1291,1,0,1,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",1996,"Unfinished",2,431,307,0,0,0,0,0,"No Fence",0,11,2008,"Normal Sale",173000
"684",684,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",90,11248,"Slightly irregular","Corner lot","College Creek","Single-family Detached","One story",9,5,2002,2002,"Hip","Vinyl Siding","Vinyl Siding","Stone",215,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",1059,"Unfinished",0,567,1626,"Excellent",1668,0,0,1668,1,0,2,0,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",2002,"Finished",3,702,257,45,0,0,0,0,"No Fence",0,7,2007,"Normal Sale",285000
"685",685,"2-STORY 1946 and NEWER","Residential Low Density",58,16770,"Moderately Irregular","Cul-de-sac","Northridge","Single-family Detached","Two story",7,5,1998,1998,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",30,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1195,1195,"Good",1195,644,0,1839,0,0,2,1,4,1,7,0,"No Fireplace","Attached to home",1998,"Finished",2,486,0,81,0,0,0,0,"No Fence",0,6,2010,"Normal Sale",221000
"686",686,"2-STORY PUD - 1946 and NEWER","Residential Low Density",69,5062,"Slightly irregular","Cul-de-sac","Stone Brook","Townhouse End Unit","Two story",7,5,1984,1984,"Gable","Hard Board","Hard Board","None",0,"Good","Cinder Block","Good (90-99 inches)","Mimimum Exposure",828,"Low Quality",182,180,1190,"Good",1190,900,0,2090,1,0,2,0,3,1,6,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1984,"Finished",2,577,219,0,0,0,0,0,"No Fence",0,9,2007,"Normal Sale",207500
"687",687,"2-STORY 1946 and NEWER","Floating Village Residential",84,10207,"Regular","Inside lot","Somerset","Single-family Detached","Two story",7,6,2007,2007,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,874,874,"Excellent",874,887,0,1761,0,0,3,0,3,1,7,0,"No Fireplace","Attached to home",2007,"Finished",2,578,144,105,0,0,0,0,"No Fence",0,8,2007,"Home was not completed when last assessed (associated with New Homes)",227875
"688",688,"2-STORY PUD - 1946 and NEWER","Floating Village Residential",69,5105,"Moderately Irregular","Frontage on 2 sides of property","Somerset","Townhouse End Unit","Two story",7,5,2004,2004,"Gable","Metal Siding","Metal Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",239,"Unfinished",0,312,551,"Excellent",551,551,0,1102,0,0,2,1,2,1,4,0,"No Fireplace","Detached from home",2004,"Unfinished",2,480,0,60,0,0,0,0,"No Fence",0,3,2007,"Normal Sale",148800
"689",689,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",60,8089,"Regular","Inside lot","Stone Brook","Single-family Detached","One story",8,6,2007,2007,"Gable","Metal Siding","Metal Siding","Brick Face",0,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",945,"Unfinished",0,474,1419,"Excellent",1419,0,0,1419,1,0,2,0,2,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",2007,"Rough Finished",2,567,140,0,0,0,0,0,"No Fence",0,10,2007,"Home was not completed when last assessed (associated with New Homes)",392000
"690",690,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",61,7577,"Slightly irregular","Corner lot","Northridge Heights","Townhouse End Unit","One story",6,5,2005,2006,"Gable","Vinyl Siding","Vinyl Siding","Stone",256,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",20,"Unfinished",0,1342,1362,"Excellent",1362,0,0,1362,0,0,2,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2005,"Rough Finished",2,460,192,28,0,0,0,0,"No Fence",0,6,2007,"Normal Sale",194700
"691",691,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Medium Density",69,4426,"Regular","Inside lot","College Creek","Townhouse End Unit","One story",6,5,2004,2004,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",147,"Good","Poured Contrete","Good (90-99 inches)","Good Exposure",697,"Unfinished",0,151,848,"Excellent",848,0,0,848,1,0,1,0,1,1,3,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",2004,"Rough Finished",2,420,149,0,0,0,0,0,"No Fence",0,5,2008,"Normal Sale",141000
"692",692,"2-STORY 1946 and NEWER","Residential Low Density",104,21535,"Slightly irregular","Corner lot","Northridge","Single-family Detached","Two story",10,6,1994,1995,"Gable","Hard Board","Hard Board","Brick Face",1170,"Excellent","Poured Contrete","Excellent (100+ inches)","Good Exposure",1455,"Unfinished",0,989,2444,"Excellent",2444,1872,0,4316,0,1,3,1,4,1,10,2,"Excellent - Exceptional Masonry Fireplace","Attached to home",1994,"Finished",3,832,382,50,0,0,0,0,"No Fence",0,1,2007,"Normal Sale",755000
"693",693,"2-STORY 1946 and NEWER","Residential Low Density",42,26178,"Slightly irregular","Inside lot","Timberland","Single-family Detached","Two story",7,5,1989,1990,"Hip","Metal Siding","Metal Siding","Brick Face",293,"Good","Poured Contrete","Good (90-99 inches)","Good Exposure",965,"Unfinished",0,245,1210,"Excellent",1238,1281,0,2519,1,0,2,1,4,1,9,2,"Good - Masonry Fireplace in main level","Attached to home",1989,"Rough Finished",2,628,320,27,0,0,0,0,"No Fence",0,4,2006,"Normal Sale",335000
"694",694,"1-STORY 1945 and OLDER","Residential Low Density",60,5400,"Regular","Corner lot","Old Town","Single-family Detached","One story",5,6,1921,1968,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,1073,1073,"Excellent",1073,0,0,1073,0,0,1,0,2,1,4,0,"No Fireplace","Detached from home",1968,"Unfinished",1,326,0,0,112,0,0,0,"No Fence",0,12,2006,"Abnormal Sale -  trade, foreclosure, short sale",108480
"695",695,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",51,6120,"Regular","Corner lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",5,6,1936,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,927,927,"Average/Typical",1067,472,0,1539,0,0,1,1,3,1,5,0,"No Fireplace","Detached from home",1995,"Unfinished",2,576,112,0,0,0,0,0,"Minimum Privacy",0,4,2009,"Normal Sale",141500
"696",696,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",54,13811,"Slightly irregular","Inside lot","Timberland","Single-family Detached","One story",6,6,1987,1987,"Gable","Hard Board","Hard Board","Brick Face",72,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",980,"Low Quality",40,92,1112,"Good",1137,0,0,1137,1,0,2,0,2,1,5,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1987,"Unfinished",2,551,125,0,0,0,0,0,"No Fence",0,7,2006,"Normal Sale",176000
"697",697,"1-STORY 1945 and OLDER","Residential Medium Density",50,6000,"Regular","Inside lot","Brookside","Single-family Detached","One story",5,7,1921,1950,"Gable","Wood Siding","Wd Shng","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",616,"Unfinished",0,0,616,"Good",616,0,0,616,0,0,1,0,2,1,4,0,"No Fireplace","Detached from home",1921,"Unfinished",1,205,0,0,129,0,0,0,"No Fence",0,6,2006,"Normal Sale",89000
"698",698,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",57,6420,"Slightly irregular","Inside lot","Edwards","Single-family Detached","One story",5,7,1952,1952,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Excellent (100+ inches)","Mimimum Exposure",210,"Average Living Quarters",551,219,980,"Fair",1148,0,0,1148,0,1,1,0,2,1,6,0,"No Fireplace","Detached from home",1952,"Unfinished",1,308,0,0,0,0,0,0,"No Fence",0,9,2006,"Normal Sale",123500
"699",699,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",65,8450,"Regular","Inside lot","Sawyer","Single-family Detached","One story",5,8,1965,2009,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",553,"Below Average Living Quarters",117,224,894,"Excellent",894,0,0,894,1,0,1,0,3,1,5,1,"Good - Masonry Fireplace in main level","Detached from home",1973,"Unfinished",1,336,416,144,0,0,0,0,"Minimum Privacy",0,4,2010,"Normal Sale",138500
"700",700,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Floating Village Residential",59,4282,"Moderately Irregular","Inside lot","Somerset","Townhouse End Unit","One story",7,5,2004,2004,"Gable","Metal Siding","Metal Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",16,"Unfinished",0,1375,1391,"Excellent",1391,0,0,1391,0,0,2,0,2,1,5,0,"No Fireplace","Attached to home",2004,"Rough Finished",2,530,156,158,0,0,0,0,"No Fence",0,7,2008,"Normal Sale",196000
"701",701,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",85,14331,"Regular","Inside lot","Timberland","Single-family Detached","One story",8,5,2002,2002,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",630,"Good","Poured Contrete","Excellent (100+ inches)","Good Exposure",1274,"Unfinished",0,526,1800,"Excellent",1800,0,0,1800,1,0,2,0,3,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",2002,"Finished",3,765,270,78,0,0,0,0,"No Fence",0,5,2006,"Normal Sale",312500
"702",702,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",80,9600,"Regular","Inside lot","Northwest Ames","Single-family Detached","One story",7,5,1969,1969,"Hip","Hard Board","Hard Board","Brick Face",168,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,1164,1164,"Average/Typical",1164,0,0,1164,0,0,1,1,3,1,6,0,"No Fireplace","Attached to home",1969,"Unfinished",2,528,0,0,0,0,0,0,"No Fence",0,7,2006,"Normal Sale",140000
"703",703,"2-STORY 1946 and NEWER","Residential Low Density",82,12438,"Slightly irregular","Inside lot","Stone Brook","Single-family Detached","Two story",8,5,2006,2006,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",466,"Excellent","Poured Contrete","Excellent (100+ inches)","No Exposure",0,"Unfinished",0,1234,1234,"Excellent",1264,1312,0,2576,0,0,2,1,4,1,10,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2006,"Finished",3,666,324,100,0,0,0,0,"No Fence",0,7,2006,"Home was not completed when last assessed (associated with New Homes)",361919
"704",704,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Medium Density",76,7630,"Regular","Inside lot","Old Town","2fmCon","Two story",5,9,1900,1996,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Brick and Tile","Good (90-99 inches)","No Exposure",0,"Unfinished",0,360,360,"Good",1032,780,0,1812,0,0,2,0,4,2,8,1,"Poor - Ben Franklin Stove","Detached from home",1999,"Unfinished",2,672,344,0,40,0,0,0,"Minimum Privacy",0,5,2010,"Normal Sale",140000
"705",705,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",70,8400,"Regular","Inside lot","College Creek","Single-family Detached","One story",7,5,2004,2005,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",109,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",712,"Unfinished",0,761,1473,"Excellent",1484,0,0,1484,1,0,2,0,3,1,7,0,"No Fireplace","Attached to home",2004,"Rough Finished",2,606,0,35,0,144,0,0,"No Fence",0,5,2010,"Normal Sale",213000
"706",706,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Medium Density",70,5600,"Regular","Inside lot","Iowa DOT and Rail Road","2fmCon","Two story",4,5,1930,1950,"Hip","Vinyl Siding","Wd Shng","None",0,"Fair","Slab","No Basement","No Basement",0,"No Basement",0,0,0,"Fair",372,720,0,1092,0,0,2,0,3,2,7,0,"No Fireplace","No Garage",1930,"No Garage",0,0,0,0,0,0,0,0,"No Fence",3500,7,2010,"Normal Sale",55000
"707",707,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,115149,"Moderately Irregular","Cul-de-sac","Clear Creek","Single-family Detached","One story",7,5,1971,2002,"Gable","Plywood","Plywood","Stone",351,"Average/Typical","Cinder Block","Good (90-99 inches)","Good Exposure",1219,"Unfinished",0,424,1643,"Average/Typical",1824,0,0,1824,1,0,2,0,2,1,5,2,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1971,"Unfinished",2,739,380,48,0,0,0,0,"No Fence",0,6,2007,"Normal Sale",302000
"708",708,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",48,6240,"Regular","Inside lot","Northridge Heights","Townhouse End Unit","One story",8,5,2006,2006,"Hip","Metal Siding","Metal Siding","Brick Face",176,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",863,"Unfinished",0,461,1324,"Excellent",1324,0,0,1324,1,0,2,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2006,"Finished",2,550,192,38,0,0,0,0,"No Fence",0,12,2009,"Normal Sale",254000
"709",709,"2-STORY 1946 and NEWER","Residential Low Density",65,9018,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","Two story",7,5,2007,2007,"Hip","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,728,728,"Excellent",728,728,0,1456,0,0,2,1,3,1,8,1,"Good - Masonry Fireplace in main level","Attached to home",2007,"Finished",2,400,100,24,0,0,0,0,"No Fence",0,7,2007,"Home was not completed when last assessed (associated with New Homes)",179540
"710",710,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,7162,"Slightly irregular","Inside lot","Sawyer","Single-family Detached","One story",5,7,1966,1966,"Gable","Hard Board","Hard Board","Brick Common",41,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,876,876,"Average/Typical",904,0,0,904,0,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1966,"Unfinished",1,408,0,0,0,0,0,0,"Minimum Privacy",0,12,2008,"Abnormal Sale -  trade, foreclosure, short sale",109900
"711",711,"1-STORY 1945 and OLDER","Residential Low Density",56,4130,"Slightly irregular","Inside lot","Brookside","Single-family Detached","One story",3,6,1935,2003,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,270,270,"Good",729,0,0,729,0,0,1,0,2,1,5,0,"No Fireplace","No Garage",1935,"No Garage",0,0,0,0,0,0,0,0,"No Fence",0,7,2008,"Normal Sale",52000
"712",712,"1-1/2 STORY FINISHED ALL AGES","C (all)",66,8712,"Regular","Inside lot","Iowa DOT and Rail Road","Single-family Detached","One and one-half story: 2nd level finished",4,7,1900,1950,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Stone","Typical (80-89 inches)","Mimimum Exposure",0,"Unfinished",0,859,859,"Good",859,319,0,1178,0,0,1,0,2,1,7,0,"No Fireplace","Detached from home",1964,"Rough Finished",1,384,68,0,98,0,0,0,"No Fence",0,1,2010,"Abnormal Sale -  trade, foreclosure, short sale",102776
"713",713,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",40,4671,"Slightly irregular","Inside lot","Stone Brook","Townhouse End Unit","One story",8,5,1988,1989,"Gable","Hard Board","Hard Board","None",0,"Good","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",767,"Unfinished",0,461,1228,"Good",1228,0,0,1228,1,0,2,0,2,1,5,1,"Good - Masonry Fireplace in main level","Attached to home",1988,"Finished",2,472,168,120,0,0,0,0,"No Fence",0,10,2008,"Normal Sale",189000
"714",714,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Low Density",60,9873,"Regular","Inside lot","Brookside","2fmCon","One story",4,5,1970,1970,"Gable","Hard Board","Hard Board","Brick Face",160,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",789,"Unfinished",0,171,960,"Average/Typical",960,0,0,960,1,0,1,0,3,1,6,0,"No Fireplace","Detached from home",1970,"Unfinished",2,576,0,288,0,0,0,0,"No Fence",0,5,2006,"Normal Sale",129000
